species_indonesia,species_english,nama_latin,nama_daerah,kelompok,jenis_perairan,jenis_konsumsi,jenis_hias,jenis_dilindungi,prioritas,search_keywords,min_images
Pelangi weneri,threadfin rainbowfish,Iriatherina werneri,,Rainbow,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Iriatherina werneri ; Iriatherina werneri fish ; ikan Pelangi threadfin ; threadfin rainbowfish fish,100
Pelo,blackspot razorfish,Iniistius dea ; Iniistius twistii ; Oxycheilinus digramma,pelo,Napoleon,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Iniistius dea ; Iniistius dea fish ; Iniistius twistii ; Iniistius twistii fish ; Oxycheilinus digramma ; Oxycheilinus digramma fish ; ikan Pelo ; blackspot razorfish fish,100
Penginang,smallspine turretfish,Tetrosomus reipublicae,,Kembung,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Tetrosomus reipublicae ; Tetrosomus reipublicae fish ; ikan Penginang ; smallspine turretfish fish,100
Penyu anjing,loggerhead turtle,Caretta caretta,penyu kakatua; penyu kepala besar,Penyu,LAUT,NON KONSUMSI,NON HIAS,TIDAK,HIGH,Caretta caretta ; Caretta caretta fish ; ikan Penyu anjing ; loggerhead turtle fish,100
Penyu belimbing,leatherback turtle,Dermochelys coriacea,penyu blimbing,Penyu,LAUT,NON KONSUMSI,NON HIAS,TIDAK,HIGH,Dermochelys coriacea ; Dermochelys coriacea fish ; ikan Penyu belimbing ; leatherback turtle fish,100
Penyu hijau,green turtle,Chelonia mydas,penyu ijo,Penyu,LAUT,NON KONSUMSI,NON HIAS,TIDAK,HIGH,Chelonia mydas ; Chelonia mydas fish ; ikan Penyu hijau ; green turtle fish,100
Penyu lumpur,olive ridley turtle,Lepidochelys olivacea,penyu lumpur,Penyu,LAUT,NON KONSUMSI,NON HIAS,TIDAK,HIGH,Lepidochelys olivacea ; Lepidochelys olivacea fish ; ikan Penyu lumpur ; olive ridley turtle fish,100
Penyu punggung,flatback turtle,Natator depressus,penyu,Penyu,LAUT,NON KONSUMSI,NON HIAS,TIDAK,HIGH,Natator depressus ; Natator depressus fish ; ikan Penyu punggung ; flatback turtle fish,100
Penyu sisik,hawk bill turtle,Eretmochelys imbricata,penyu sisik,Penyu,LAUT,NON KONSUMSI,NON HIAS,TIDAK,HIGH,Eretmochelys imbricata ; Eretmochelys imbricata fish ; ikan Penyu sisik ; hawk bill turtle fish,100
Peperek bondolan,toothpony,Gazza minuta ; Photopectoralis bindus,babete lumuh; bete-bete; bete-bete koje; bete-bete sulamaung; biji ruku; caria; cateh; cerieh; cerik; ceriuk ou; circik; coteh; cotek; jabbar; janion; kampar; kempor labu; loba tangori; meras; papere; paperek; peteh; terongtong,Peperek,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Gazza minuta ; Gazza minuta fish ; Photopectoralis bindus ; Photopectoralis bindus fish ; ikan Peperek bondolan ; toothpony fish,100
Peperek topang,common ponyfish,Leiognathus equulus,dodok; petek; pirik; maco; molok-molok; bete-bete; loba; timoka; meras; kebek,Peperek,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Leiognathus equulus ; Leiognathus equulus fish ; ikan Peperek topang ; common ponyfish fish,100
Peperek zigzag,zigzag-ponyfish,Leiognathus moretoniensis,peperek,Peperek,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Leiognathus moretoniensis ; Leiognathus moretoniensis fish ; ikan Peperek zigzag ; zigzag-ponyfish fish,100
Pesut mahakam,irrawaddy dolphin,Orcaella brevirostris,pesut; pesut mahakam,Pesut,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,YA,HIGH,Orcaella brevirostris ; Orcaella brevirostris fish ; ikan Pesut mahakam ; irrawaddy dolphin fish,100
Petek,sideview ponyfish,Equulites laterofenestra ; Equulites leuciscus ; Secutor indicius,bondol; caria; cotek; perek; terongtong,Peperek,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Equulites laterofenestra ; Equulites laterofenestra fish ; Secutor indicius ; Secutor indicius fish ; Equulites leuciscus ; Equulites leuciscus fish ; ikan Petek ; sideview ponyfish fish,100
Petek berber,berber ponyfish,Leiognathus berbis,peperek,Peperek,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Leiognathus berbis ; Leiognathus berbis fish ; ikan Petek berber ; berber ponyfish fish,100
Petek jones,jones ponyfish,Eubleekeria jonesi,cotek; terongtong,Peperek,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Eubleekeria jonesi ; Eubleekeria jonesi fish ; ikan Petek jones ; jones ponyfish fish,100
Petek ovoid,ovoid toothpony,Gazza dentex,cotek; terongtong,Peperek,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Gazza dentex ; Gazza dentex fish ; ikan Petek ovoid ; ovoid toothpony fish,100
Petek papua,papuan ponyfish; rapson's ponyfish,Eubleekeria rapsoni,cotek; terongtong,Peperek,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Eubleekeria rapsoni ; Eubleekeria rapsoni fish ; ikan Petek papua ; papuan ponyfish; rapson's ponyfish fish,100
Petek pugnose,pugnose ponyfish,Secutor insidiator,cotek; terongtong; caria,Peperek,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Secutor insidiator ; Secutor insidiator fish ; ikan Petek pugnose ; pugnose ponyfish fish,100
Petek splendid,splendid ponyfish,Eubleekeria splendens,cotek; terongtong; bondol,Peperek,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Eubleekeria splendens ; Eubleekeria splendens fish ; ikan Petek splendid ; splendid ponyfish fish,100
Petek striped,striped ponyfish,Aurigequula fasciata,cotek; terongtong; peperek;,Peperek,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Aurigequula fasciata ; Aurigequula fasciata fish ; ikan Petek striped ; striped ponyfish fish,100
Phantom merah,paradise fish,Hemigrammus sweglesi,,Tetra,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Hemigrammus sweglesi ; Hemigrammus sweglesi fish ; ikan Phantom merah ; paradise fish fish,100
Pickerel,nothern pike,Esox lucius,,Pickerel,"PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Esox lucius ; Esox lucius fish ; ikan Pickerel ; nothern pike fish,100
Pickerel rantai,chain pickerel,Esox niger,,Pikes,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Esox niger ; Esox niger fish ; ikan Pickerel rantai ; chain pickerel fish,100
Pigfish australia,western australia pigfish,Bodianus vulpinus,,Bayeman,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Bodianus vulpinus ; Bodianus vulpinus fish ; ikan Pigfish australia ; western australia pigfish fish,100
Pilok,moonfish,Mene maculata,peperek; matabah; ane; perak; bete-bete; loba; meras; golok kasut; kampak; peperek kampak; peperek kodi; daun dera; eteman; coteh; bete-bete berang; loba; eteman; peteh,Peperek,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Mene maculata ; Mene maculata fish ; ikan Pilok ; moonfish fish,100
Pinjalo,sharp-toothed jobfish; sharp-thooted basa,Pinjalo lewisi ; Pinjalo pinjalo ; Pristipomoides typus,gurisi; ikan merah; kakap merah; kurisi bali; nunuk; nunuk jumbo; penyalo; sinadoro; snapper sunu; sulit merah,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Pinjalo lewisi ; Pinjalo lewisi fish ; Pinjalo pinjalo ; Pinjalo pinjalo fish ; Pristipomoides typus ; Pristipomoides typus fish ; ikan Kurisi bali ; ikan Pinjalo ; sharp-toothed jobfish; sharp-thooted basa fish ; slender pinjalo fish,100
Pink salmon,rainbow trout,Oncorhynchus mykiss,,Salmon,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Oncorhynchus mykiss ; Oncorhynchus mykiss fish ; ikan Pink salmon ; rainbow trout fish,100
Pink squirrelfish,pink squirrelfish,Sargocentron tiereoides,rengginan; ungang; merek batu,Squirrelfish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Sargocentron tiereoides ; Sargocentron tiereoides fish ; ikan Pink squirrelfish ; pink squirrelfish fish,100
Pinktail chalceus,pinktail chalceus,Chalceus macrolepidotus,,Tucan,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Chalceus macrolepidotus ; Chalceus macrolepidotus fish ; ikan Pinktail chalceus ; pinktail chalceus fish,100
Pipa bertutul banyak,many-spotted pipefish,Corythoichthys polynotatus,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Corythoichthys polynotatus ; Corythoichthys polynotatus fish ; ikan Pipa bertutul banyak ; many-spotted pipefish fish,100
Pipa jamur karang,mushroom-coral pipefish,Siokunichthys nigrolineatus,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Siokunichthys nigrolineatus ; Siokunichthys nigrolineatus fish ; ikan Pipa jamur karang ; mushroom-coral pipefish fish,100
Pipa karang lunak,softcoral pipefish,Siokunichthys breviceps,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Siokunichthys breviceps ; Siokunichthys breviceps fish ; ikan Pipa karang lunak ; softcoral pipefish fish,100
Pipa moncong berduri,spinysnout pipefish,Halicampus spinirostris,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Halicampus spinirostris ; Halicampus spinirostris fish ; ikan Pipa moncong berduri ; spinysnout pipefish fish,100
Pipa mutiara,ornate pipefish,Halicampus macrorhynchus,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Halicampus macrorhynchus ; Halicampus macrorhynchus fish ; ikan Pipa mutiara ; ornate pipefish fish,100
Piranha,piranha,Myloplus asterias ; Myloplus rhomboidalis ; Myloplus schomburgkii ; Myloplus ternetzi ; Myloplus tiete,pakouchi,Piranha,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Myloplus rhomboidalis ; Myloplus rhomboidalis fish ; Myloplus schomburgkii ; Myloplus schomburgkii fish ; Myloplus ternetzi ; Myloplus ternetzi fish ; Myloplus tiete ; Myloplus tiete fish ; Myloplus asterias ; Myloplus asterias fish ; ikan Piranha ; myloplus rhomboidalis fish,100
Piso-piso,speckled shrimpfish,Aeoliscus punctulatus ; Aeoliscus strigatus,,Piso-piso,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Aeoliscus punctulatus ; Aeoliscus punctulatus fish ; Aeoliscus strigatus ; Aeoliscus strigatus fish ; ikan Piso-piso ; speckled shrimpfish fish,100
Plati pedang,green swordtail,Xiphophorus helleri,ekor pedang; bontok (aceh tengah),Plati,"PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Xiphophorus helleri ; Xiphophorus helleri fish ; ikan Plati ; green swordtail fish,100
Platy ekor pedang,swordtail platyfish,Xiphophorus xiphidium,,Plati,"PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Xiphophorus xiphidium ; Xiphophorus xiphidium fish ; ikan Platy ekor pedang ; swordtail platyfish fish,100
Platy selatan,southern platyfish,Xiphophorus maculatus,,Plati,"PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Xiphophorus maculatus ; Xiphophorus maculatus fish ; ikan Platy selatan ; southern platyfish fish,100
Platy variatus,variable platyfish,Xiphophorus variatus,,Plati,"PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Xiphophorus variatus ; Xiphophorus variatus fish ; ikan Platy variatus ; variable platyfish fish,100
Polip cengkeh putih,polyp glove white,Clavularia inflata,,Karang,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Clavularia inflata ; Clavularia inflata fish ; ikan Polip cengkeh putih ; polyp glove white fish,100
Polip kuning,yellow polyps,Parazoanthus gracilis,,Karang,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Parazoanthus gracilis ; Parazoanthus gracilis fish ; ikan Polip kuning ; yellow polyps fish,100
Poreface longfin,poreface longfin,Plesiops facicavus,,Longfin,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Plesiops facicavus ; Plesiops facicavus fish ; ikan Poreface longfin ; poreface longfin fish,100
Poreless dartfish,poreless dartfish,Parioglossus aporos,,Dartfish,PAYAU,KONSUMSI,NON HIAS,TIDAK,HIGH,Parioglossus aporos ; Parioglossus aporos fish ; ikan Poreless dartfish ; poreless dartfish fish,100
Pucuk nipah,common pike conger,Muraenesox bagio ; Muraenesox cinereus,malong,Sidat,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Muraenesox bagio ; Muraenesox bagio fish ; Muraenesox cinereus ; Muraenesox cinereus fish ; ikan Pucuk nipah ; common pike conger fish,100
Pukat,dog conch,Strombus canarium,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Strombus canarium ; Strombus canarium fish ; ikan Pukat ; dog conch fish,100
Rainbow fish dwarf,dwarf rainbowfish,Melanotaenia praecox,pelangi mungil (papua barat),Rainbow,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Melanotaenia praecox ; Melanotaenia praecox fish ; ikan Rainbow fish dwarf ; dwarf rainbowfish fish,100
Rainbow kali biru,barred rainbowfish,Chilatherina fasciata,rainbow membramo (papua),Rainbow,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Chilatherina fasciata ; Chilatherina fasciata fish ; ikan Pelangi barred ; barred rainbowfish fish,100
Raja laut,indonesia coelacanth,Latimeria menadoensis,,Coelacanth,LAUT,KONSUMSI,NON HIAS,YA,HIGH,Latimeria menadoensis ; Latimeria menadoensis fish ; ikan Raja laut ; indonesia coelacanth fish,100
Rajanau,indian ocean oriental sweetlips,Plectorhinchus vittatus,gerot-gerot,Gerot-gerot,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Plectorhinchus vittatus ; Plectorhinchus vittatus fish ; ikan Rajanau ; indian ocean oriental sweetlips fish,100
Rajungan angin,periscope crab; long-eyed swimming crab,Podophthalmus vigil,rajungan angin,Rajungan,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Podophthalmus vigil ; Podophthalmus vigil fish ; ikan Rajungan angin ; periscope crab; long-eyed swimming crab fish,100
Rajungan bunga,swimming crab; shallow-water swimming crabs,Xiphonectes hastatoides,rajungan bunga,Rajungan,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Xiphonectes hastatoides ; Xiphonectes hastatoides fish ; ikan Rajungan biasa ; swimming crab; shallow-water swimming crabs fish,100
Rajungan mata tiga,three spot swimming crab,Portunus sanguinolentus,rajungan mata tiga,Rajungan,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Portunus sanguinolentus ; Portunus sanguinolentus fish ; ikan Rajungan mata tiga ; three spot swimming crab fish,100
Rajungan salib,crucifix crab,Charybdis feriatus,rajungan salib,Rajungan,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Charybdis feriatus ; Charybdis feriatus fish ; ikan Rajungan salib ; crucifix crab fish,100
Rangginan blackspot,blackspot squirrelfish,Sargocentron melanospilos,rengginan; ungang; merek batu,Squirrelfish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Sargocentron melanospilos ; Sargocentron melanospilos fish ; ikan Rangginan blackspot ; blackspot squirrelfish fish,100
Rangginan doubletooth,doubletooth soldierfish,Myripristis hexagona,rengginan; ungang; merek batu,Rangginan,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Myripristis hexagona ; Myripristis hexagona fish ; ikan Rangginan doubletooth ; doubletooth soldierfish fish,100
Rao's dartfish,rao's hover goby,Parioglossus raoi,,Dartfish,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Parioglossus raoi ; Parioglossus raoi fish ; ikan Rao's dartfish ; rao's hover goby fish,100
Rasbora,rasbora brittani,Kottelatia brittani,seluang,Mas,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Kottelatia brittani ; Kottelatia brittani fish ; ikan Rasbora ; rasbora brittani fish,100
Rasbora bintik-dua,twospot rasbora,Rasbora elegans,seluang,Mas,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Rasbora elegans ; Rasbora elegans fish ; ikan Rasbora bintik-dua ; twospot rasbora fish,100
Rasbora brilian,brilliant rasbora,Rasbora einthovenii,,Mas,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Rasbora einthovenii ; Rasbora einthovenii fish ; ikan Rasbora brilian ; brilliant rasbora fish,100
Rasbora sumatrana,sumatran rasbora,Rasbora sumatrana,,Loach,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Rasbora sumatrana ; Rasbora sumatrana fish ; ikan Rasbora sumatrana ; sumatran rasbora fish,100
Red mauth goblet,red mauth goblet,Cantharus erythrostoma,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Cantharus erythrostoma ; Cantharus erythrostoma fish ; ikan Red mauth goblet ; red mauth goblet fish,100
Red-finned rainbowfish,red-finned rainbowfish,Melanotaenia rubripinnis,pelangi wapoga (irian jaya),Rainbow,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Melanotaenia rubripinnis ; Melanotaenia rubripinnis fish ; ikan Red-finned rainbowfish ; red-finned rainbowfish fish,100
Red-striped toadfish,red-striped toadfish,Dichotomyctere erythrotaenia,,Buntal,"PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Dichotomyctere erythrotaenia ; Dichotomyctere erythrotaenia fish ; ikan Red-striped toadfish ; red-striped toadfish fish,100
Redbarred sandperch,redbarred sandperch,Parapercis multiplicata,toto,Grubfish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Parapercis multiplicata ; Parapercis multiplicata fish ; ikan Redbarred sandperch ; redbarred sandperch fish,100
Redfin pickerel,redfin pickerel,Esox americanus,,Pikes,"PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Esox americanus ; Esox americanus fish ; ikan Redfin pickerel ; redfin pickerel fish,100
Redhook myleus,redhook myleus; rendhook metynnis,Myloplus rubripinnis,,Bawal,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Myloplus rubripinnis ; Myloplus rubripinnis fish ; ikan Redhook myleus ; redhook myleus; rendhook metynnis fish,100
Redspot dartfish,redspot dartfish,Ptereleotris rubristigma,,Dartfish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Ptereleotris rubristigma ; Ptereleotris rubristigma fish ; ikan Redspot dartfish ; redspot dartfish fish,100
Rejung,silver sillago,Sillago sihama,rejum; besot; warijung,Rejung,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Sillago sihama ; Sillago sihama fish ; ikan Rejung ; silver sillago fish,100
Remis,greenshell mussel,Perna canaliculus,,Remis,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Perna canaliculus ; Perna canaliculus fish ; ikan Remis ; greenshell mussel fish,100
Remis hijau,green mussel,Perna viridis,srindit hijau; kerang ijo,Kerang,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Perna viridis ; Perna viridis fish ; ikan Remis hijau ; green mussel fish,100
Rengganis,longfin silverbiddy; longfin majorra,Pentaprion longimanus,lonjong; hajam; rengganis,Kapas-kapas,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Pentaprion longimanus ; Pentaprion longimanus fish ; ikan Lonjong ; longfin silverbiddy; longfin majorra fish,100
Rhinoclavis,banded vertagus,Rhinoclavis fasciata,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Rhinoclavis fasciata ; Rhinoclavis fasciata fish ; ikan Rhinoclavis ; banded vertagus fish,100
Ringau,finescale tigerfish,Datnioides microlepis ; Lobotes surinamensis,kakap bate; kakap hitam; macan; ringau; siamese tiger fish; tiger fish; ungar,Ringau,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Lobotes surinamensis ; Lobotes surinamensis fish ; Datnioides microlepis ; Datnioides microlepis fish ; ikan Kakap batu ; triple tail fish,100
Ringed pipefish,ringed pipefish,Dunckerocampus dactyliophorus,bajulan zebra,Pipefish,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Dunckerocampus dactyliophorus ; Dunckerocampus dactyliophorus fish ; ikan Ringed pipefish ; ringed pipefish fish,100
Ringed toadfish,ringed toadfish,Omegophora armilla,,Buntal,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Omegophora armilla ; Omegophora armilla fish ; ikan Ringed toadfish ; ringed toadfish fish,100
Roket anten,fire goby,Nemateleotris magnifica,,Gobi,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Nemateleotris magnifica ; Nemateleotris magnifica fish ; ikan Roket anten ; fire goby fish,100
Roket lempeng,blue-barred ribbon goby,Oxymetopon cyanoctenosum,,Gobi,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Oxymetopon cyanoctenosum ; Oxymetopon cyanoctenosum fish ; ikan Roket lempeng ; blue-barred ribbon goby fish,100
Ruby snapper,rubyfish,Plagiogeneion rubiginosum,,Rubyfish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Plagiogeneion rubiginosum ; Plagiogeneion rubiginosum fish ; ikan Ruby snapper ; rubyfish fish,100
Rumput laut,christmas three grape algae; bottlebrush green seaweed,Caulerpa webbiana,,Rumput laut,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Caulerpa webbiana ; Caulerpa webbiana fish ; ikan Anggur laut ; christmas three grape algae; bottlebrush green seaweed fish,100
Rumput laut alga merah,red algae,Gelidium amansii,,Rumput laut,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Gelidium amansii ; Gelidium amansii fish ; ikan Rumput laut alga merah ; red algae fish,100
Rumput laut anggur laut,green grape algae; sea grapes; green caviar,Caulerpa racemosa,lawi-lawi (sulsel); bulung boni (bali);  latoh (pulau jawa dan lombok),Rumput laut,"LAUT, PAYAU",KONSUMSI,HIAS,TIDAK,HIGH,Caulerpa racemosa ; Caulerpa racemosa fish ; ikan Rumput laut anggur laut ; green grape algae; sea grapes; green caviar fish,100
Rumput laut boeloeng,segmented gracilaria,Gracilaria salicornia,rante-rante; retek (lombok),Rumput laut,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Gracilaria salicornia ; Gracilaria salicornia fish ; ikan Rumput laut boeloeng ; segmented gracilaria fish,100
Rumput laut calcareous (berkapur),prostrate sea cactus,Halimeda opuntia,rumput rantai,Rumput laut,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Halimeda opuntia ; Halimeda opuntia fish ; ikan Rumput rantai ; prostrate sea cactus fish,100
Rumput laut kancing,button algae;  coin caulerpa,Caulerpa nummularia,,Rumput laut,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Caulerpa nummularia ; Caulerpa nummularia fish ; ikan Rumput laut kancing ; button algae;  coin caulerpa fish,100
Rumput laut kotoni,seaweed cottoni,Kappaphycus alvarezii,kotoni,Rumput laut,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Kappaphycus alvarezii ; Kappaphycus alvarezii fish ; ikan Rumput laut kotoni ; seaweed cottoni fish,100
Rumput laut merah,red alga,Acanthophora spicifera ; Hypnea musciformis,bideng; boeloeng; rumput laut merah,Rumput laut,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Acanthophora spicifera ; Acanthophora spicifera fish ; Hypnea musciformis ; Hypnea musciformis fish ; ikan Rumput laut merah ; red alga fish,100
Salem,rainbow runner,Elagatis bipinnulata,cumok; salam; sinrili batang; sunglir; tola laut; uru-uru; ururoh; selayang; sunglir; cumok; sulir,Salmon,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Elagatis bipinnulata ; Elagatis bipinnulata fish ; ikan Salem ; rainbow runner fish,100
Salmon atlantic,atlantic salmon,Salmo salar,,Salmon,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Salmo salar ; Salmo salar fish ; ikan Salmon atlantic ; atlantic salmon fish,100
Salmon bungkuk,pink salmon,Oncorhynchus gorbuscha,,Salmon,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Oncorhynchus gorbuscha ; Oncorhynchus gorbuscha fish ; ikan Salmon bungkuk ; pink salmon fish,100
Salmon chum,chum salmon,Oncorhynchus keta,,Salmon,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Oncorhynchus keta ; Oncorhynchus keta fish ; ikan Salmon chum ; chum salmon fish,100
Samadar cecet,foxface rabbitfish,Siganus vulpinus,samadar cecet,Baronang,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Siganus vulpinus ; Siganus vulpinus fish ; ikan Baronang foxface ; foxface rabbitfish fish,100
Samoan pipefish,samoan pipefish,Halicampus mataafae,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Halicampus mataafae ; Halicampus mataafae fish ; ikan Samoan pipefish ; samoan pipefish fish,100
Samurai squirrelfish,samurai squirrelfish,Sargocentron ittodai,rengginan; ungang; merek batu,Squirrelfish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Sargocentron ittodai ; Sargocentron ittodai fish ; ikan Samurai squirrelfish ; samurai squirrelfish fish,100
Sangko,moustached thryssa,Thryssa mystax,,Teri,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Thryssa mystax ; Thryssa mystax fish ; ikan Sangko ; moustached thryssa fish,100
Sapu-sapu,catfish,Synodontis resupinatus,,Sapu-sapu,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Synodontis resupinatus ; Synodontis resupinatus fish ; ikan Sapu-sapu ; catfish fish,100
Sapu-sapu afrika,african whiptail catfish,Phractura ansorgii,,Sapu-sapu,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Phractura ansorgii ; Phractura ansorgii fish ; ikan Sapu-sapu afrika ; african whiptail catfish fish,100
Sapu-sapu black,black synodontis,Synodontis haugi,,Sapu-sapu,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Synodontis haugi ; Synodontis haugi fish ; ikan Sapu-sapu black ; black synodontis fish,100
Sapu-sapu brown,brown synodontis,Synodontis budgetti,,Sapu-sapu,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Synodontis budgetti ; Synodontis budgetti fish ; ikan Sapu-sapu brown ; brown synodontis fish,100
Sapu-sapu cuckoo,cuckoo synodontis,Synodontis multipunctatus,,Sapu-sapu,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Synodontis multipunctatus ; Synodontis multipunctatus fish ; ikan Sapu-sapu cuckoo ; cuckoo synodontis fish,100
Sapu-sapu kongo,congo synodontis,Synodontis congicus,,Sapu-sapu,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Synodontis congicus ; Synodontis congicus fish ; ikan Sapu-sapu kongo ; congo synodontis fish,100
Sapu-sapu lake victoria,lake victoria squeaker,Synodontis victoriae,,Sapu-sapu,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Synodontis victoriae ; Synodontis victoriae fish ; ikan Sapu-sapu lake victoria ; lake victoria squeaker fish,100
