species_indonesia,species_english,species_scientific,search_keywords,min_images,prioritas,fish_group,habitat_type,ornamental_type,local_names
Palmas mok̬l̩-mb̬mb̩,mok̬l̩-mb̬mb̩ bichir,Polypterus mokelembembe,Palmas mok̬l̩-mb̬mb̩; mok̬l̩-mb̬mb̩ bichir; Polypterus mokelembembe; mok̬l̩-mb̬mb̩ bichir fish,50,LOW,Bichir,TAWAR,HIAS,
Palmas kembang,ornate bichir,Polypterus ornatipinnis,Palmas kembang; ornate bichir; Polypterus ornatipinnis; ornate bichir fish,50,LOW,Bichir,TAWAR,HIAS,
Palmas guinean,guinean bichir,Polypterus ansorgii,Palmas guinean; guinean bichir; Polypterus ansorgii; guinean bichir fish,50,LOW,Bichir,TAWAR,HIAS,
Palmas gray,gray bichir; senegal bichir,Polypterus senegalus,Palmas gray; gray bichir; senegal bichir; Polypterus senegalus; gray bichir; senegal bichir fish,50,LOW,Bichir,TAWAR,HIAS,
Palmas congo,congo bichir,Polypterus congicus,Palmas congo; congo bichir; Polypterus congicus; congo bichir fish,50,LOW,Bichir,TAWAR,"HIAS, NON HIAS",
Palmas armored,armored bichir,Polypterus delhezi,Palmas armored; armored bichir; Polypterus delhezi; armored bichir fish,50,LOW,Bichir,TAWAR,HIAS,
Paitpait,jimbaran  shovelnose ray,Rhinobatos jimbaranensis,Paitpait; jimbaran  shovelnose ray; Rhinobatos jimbaranensis; jimbaran  shovelnose ray fish,50,LOW,Pari,LAUT,NON HIAS,paitpait (bali)
Painted rainbowfish,painted rainbowfish,Melanotaenia picta,Painted rainbowfish; painted rainbowfish; Melanotaenia picta,50,LOW,Rainbow,TAWAR,HIAS,pelangi warna; pelangi picta (aru maluku) (aru; maluku)
Padi-padi,banded damsel fish,Dischistodus fasciatus,Padi-padi; banded damsel fish; Dischistodus fasciatus,50,LOW,Betok,LAUT,NON HIAS,padi-padi; tibok
Oras,bali halfbeak; balinese garfish,Hyporhamphus balinensis,Oras; bali halfbeak; balinese garfish; Hyporhamphus balinensis,50,LOW,Julung-julung,LAUT,NON HIAS,sindik; sundoprono; sunduk; roa; tracas; kacang-kacang; banai; misulum; balobo kuning; balua; seramu; durun; larudak; pilangan; taruda nguhu
Orange sunkist shrimp,bengal caridina,Caridina propinqua,Orange sunkist shrimp; bengal caridina; Caridina propinqua; bengal caridina fish,50,LOW,Udang,TAWAR,HIAS,udang amano
Opah,moon fish; opah,Lampris guttatus,Opah; moon fish; opah; Lampris guttatus,50,LOW,Opah,LAUT,NON HIAS,opah
Offshore pipefish,offshore pipefish,Micrognathus natans,Offshore pipefish; offshore pipefish; Micrognathus natans,50,LOW,Pipefish,LAUT,NON HIAS,
Ocellated waspfish,ocellated waspfish,Apistus carinatus,Ocellated waspfish; ocellated waspfish; Apistus carinatus,50,LOW,Lepu,LAUT,NON HIAS,
Pelangi banded,banded rainbowfish,Melanotaenia trifasciata,Pelangi banded; banded rainbowfish; Melanotaenia trifasciata,50,LOW,Rainbow,TAWAR,HIAS,
Petek orangefin,orange-tipped ponyfish; orangefin ponyfish,Photopectoralis bindus,Petek orangefin; orange-tipped ponyfish; orangefin ponyfish; Photopectoralis bindus,50,LOW,Peperek,"LAUT, PAYAU",NON HIAS,cerik; circik; ceriuk ou; cateh; caria; bete-bete; coteh; kampar; jabbar; bete-bete koje; peteh; cotek; terongtong;
Abalone,abalone,Haliotis fulgens,Abalone; abalone; Haliotis fulgens; abalone fish,50,LOW,Kerang,LAUT,NON HIAS,mata tujuh; keong mata sembilan
Petek papua,papuan ponyfish; rapson's ponyfish,Eubleekeria rapsoni,Petek papua; papuan ponyfish; rapson's ponyfish; Eubleekeria rapsoni,50,LOW,Peperek,"LAUT, PAYAU",NON HIAS,cotek; terongtong
Tetra congo,congo tetra,Phenacogrammus interruptus,Tetra congo; congo tetra; Phenacogrammus interruptus; congo tetra fish,50,LOW,Tetra,TAWAR,HIAS,kongo salem
Tetra briliant rummy nose,brilliant rummy nose tetra,Hemigrammus bleheri,Tetra briliant rummy nose; brilliant rummy nose tetra; Hemigrammus bleheri; brilliant rummy nose tetra fish,50,LOW,Tetra,TAWAR,HIAS,
Terubuk bengkalis,longtail shad,Tenualosa macrura,Terubuk bengkalis; longtail shad; Tenualosa macrura; longtail shad fish,50,LOW,Terubuk,LAUT,NON HIAS,pias
Terubuk,hilsha shad,Tenualosa ilisha,Terubuk; hilsha shad; Tenualosa ilisha; hilsha shad fish,50,LOW,Terubuk,LAUT,NON HIAS,trubuk
Terompe triton,giant triton,Charonia tritonis,Terompe triton; giant triton; Charonia tritonis; giant triton fish,50,LOW,Siput,"LAUT, PAYAU, TAWAR",NON HIAS,
Teripang usus raja hitam,brown worm cucumber,Polyplectana kefersteini,Teripang usus raja hitam; brown worm cucumber; Polyplectana kefersteini; brown worm cucumber fish,50,LOW,Teripang,LAUT,"HIAS, NON HIAS",teripang usus raja hitam
Teripang susuan putih,white teatfish,Holothuria fuscogilva,Teripang susuan putih; white teatfish; Holothuria fuscogilva,50,LOW,Teripang,LAUT,NON HIAS,tripang susuan
Teripang susuan hitam,black teatfish,Holothuria nobilis,Teripang susuan hitam; black teatfish; Holothuria nobilis,50,LOW,Teripang,LAUT,NON HIAS,tripang susuan; teripang susu hitam; teripang lotong; teripang koro
Teripang sabuk raja,sticky snake sea cucumber,Euapta godeffroyi,Teripang sabuk raja; sticky snake sea cucumber; Euapta godeffroyi; sticky snake sea cucumber fish,50,LOW,Teripang,LAUT,NON HIAS,teripang usus raja putih
Teripang putih,whitefish,Actinopyga albonigra,Teripang putih; whitefish; Actinopyga albonigra,50,LOW,Teripang,LAUT,NON HIAS,tripang puteh
Teripang pink,pink cucumber,Colochirus crassus,Teripang pink; pink cucumber; Colochirus crassus; pink cucumber fish,50,LOW,Teripang,LAUT,HIAS,teripang pink
Teripang pasir,sand sea cucumber; sand fish,Holothuria scabra,Teripang pasir; sand sea cucumber; sand fish; Holothuria scabra,50,LOW,Teripang,"LAUT, PAYAU",NON HIAS,tripang buang kulit; teripang gosok; teripang kamboa
Teripang olok-olok,sea cucumber; brown sandfish,Bohadschia vitiensis,Teripang olok-olok; sea cucumber; brown sandfish; Bohadschia vitiensis,50,LOW,Teripang,LAUT,NON HIAS,terpang olok-olok
Teripang oler,dorilisy; tsimihoke,Holothuria notabilis,Teripang oler; dorilisy; tsimihoke; Holothuria notabilis; dorilisy; tsimihoke fish,50,LOW,Teripang,LAUT,NON HIAS,tripang oler
Teripang nanas bercak hitam,greenfish,Stichopus chloronotus,Teripang nanas bercak hitam; greenfish; Stichopus chloronotus,50,LOW,Teripang,LAUT,NON HIAS,teripang jepung; teripang jepun
Teripang nanas,prickly redfish,Thelenota ananas,Teripang nanas; prickly redfish; Thelenota ananas,50,LOW,Teripang,LAUT,NON HIAS,tripang nanas; teripang pandan
Teripang merah,red sea cucumber,Cucumaria miniata,Teripang merah; red sea cucumber; Cucumaria miniata; red sea cucumber fish,50,LOW,Teripang,LAUT,HIAS,teripang merah
Teripang mata kucing,leopard fish,Bohadschia argus,Teripang mata kucing; leopard fish; Bohadschia argus,50,LOW,Teripang,LAUT,NON HIAS,tripang kridou bintik; teripang patola; teripang ular mata
Teripang lotong,hairy blackfish,Actinopyga miliaris,Teripang lotong; hairy blackfish; Actinopyga miliaris,50,LOW,Teripang,LAUT,NON HIAS,teripang lotong; teripang sepatu
Teripang keling,lollyfish,Holothuria atra,Teripang keling; lollyfish; Holothuria atra,50,LOW,Teripang,LAUT,NON HIAS,tripang keling
Teripang kasur,brownish sea cucumber,Mulleria lecanora,Teripang kasur; brownish sea cucumber; Mulleria lecanora; brownish sea cucumber fish,50,LOW,Teripang,LAUT,NON HIAS,tripang kasur; teripang kolong (jawa)
Tetra glowlight,glowlight tetra,Hemigrammus erythrozonus,Tetra glowlight; glowlight tetra; Hemigrammus erythrozonus; glowlight tetra fish,50,LOW,Tetra,TAWAR,HIAS,
Tetra stripped anostomus,striped anostomus,Anostomus anostomus,Tetra stripped anostomus; striped anostomus; Anostomus anostomus; striped anostomus fish,50,LOW,Tetra,TAWAR,HIAS,
Thai puffer,pao cambodgiensis; cambodian puffer,Pao cambodgiensis,Thai puffer; pao cambodgiensis; cambodian puffer; Pao cambodgiensis; pao cambodgiensis; cambodian puffer fish,50,LOW,Buntal,"PAYAU, TAWAR",HIAS,
Threadfin scat,threadfin scat,Rhinoprenes pentanemus,Threadfin scat; threadfin scat; Rhinoprenes pentanemus; threadfin scat fish,50,LOW,Scat,LAUT,NON HIAS,
Torani,bearhead flyingfish,Cheilopogon arcticeps,Torani; bearhead flyingfish; Cheilopogon arcticeps,50,LOW,Terbang,LAUT,NON HIAS,tutue; kambala
Tontong tebu,carp,Cyclocheilichthys armatus,Tontong tebu; carp; Cyclocheilichthys armatus; carp fish,50,LOW,Barbus,TAWAR,NON HIAS,tontong tebu; seberas putih
Tongtong,rosv drawf monocle bream,Parascolopsis eriomma,Tongtong; rosv drawf monocle bream; Parascolopsis eriomma; rosv drawf monocle bream fish,50,LOW,Kurisi,LAUT,NON HIAS,
Toman,giant snakehead,Channa micropeltes,Toman; giant snakehead; Channa micropeltes; giant snakehead fish,50,LOW,Gabus,TAWAR,NON HIAS,toman
Toka-toka,dwarf whipray,Himantura walga,Toka-toka; dwarf whipray; Himantura walga; dwarf whipray fish,50,LOW,Pari,LAUT,NON HIAS,toka; toka; pari kikir (jawa)
Todak,slender spearfish; shortnosed spearfish; short bill spearfish; short-billed spear-fish; shortbill spearfish; japanese spearfish,Tetrapturus angustirostris,Todak; slender spearfish; shortnosed spearfish; short bill spearfish; short-billed spear-fish; shortbill spearfish; japanese spearfish; Tetrapturus angustirostris,50,LOW,Todak,LAUT,NON HIAS,ikan jarum; ikan tumbuk
Tiram timur,american cupped oyster,Crassostrea virginica,Tiram timur; american cupped oyster; Crassostrea virginica; american cupped oyster fish,50,LOW,Tiram,"LAUT, PAYAU, TAWAR",NON HIAS,
Tiram tembakau,thorny oyster,Spondylus lamarckii,Tiram tembakau; thorny oyster; Spondylus lamarckii; thorny oyster fish,50,LOW,Tiram,"LAUT, PAYAU, TAWAR",NON HIAS,tiram watu
Tiram silverlip pearl,silverlip pearl oyster,Pinctada maxima,Tiram silverlip pearl; silverlip pearl oyster; Pinctada maxima; silverlip pearl oyster fish,50,LOW,Tiram,"LAUT, PAYAU, TAWAR",HIAS,
Tiram penguin wing,penguin's wing oyster,Pteria penguin,Tiram penguin wing; penguin's wing oyster; Pteria penguin; penguin's wing oyster fish,50,LOW,Tiram,"LAUT, PAYAU, TAWAR",NON HIAS,
Teripang karang,tiger tail sea cucumber,Holothuria hilla,Teripang karang; tiger tail sea cucumber; Holothuria hilla; tiger tail sea cucumber fish,50,LOW,Teripang,LAUT,NON HIAS,tripang oler
Tiram pasifik,pacific cupped oyster,Crassostrea gigas,Tiram pasifik; pacific cupped oyster; Crassostrea gigas; pacific cupped oyster fish,50,LOW,Tiram,LAUT,NON HIAS,tiram; tiram pasifik
Tiram batu,thorny oyster,Spondylus sinensis,Tiram batu; thorny oyster; Spondylus sinensis; thorny oyster fish,50,LOW,Tiram,LAUT,NON HIAS,tiram watu
Tiram atlantik wing,atlantic wing oyster,Pteria colymbus,Tiram atlantik wing; atlantic wing oyster; Pteria colymbus; atlantic wing oyster fish,50,LOW,Tiram,"LAUT, PAYAU, TAWAR",NON HIAS,
Tiram atlantic pearl,rayed pearl oyster,Pinctada imbricata radiata,Tiram atlantic pearl; rayed pearl oyster; Pinctada imbricata radiata; rayed pearl oyster fish,50,LOW,Tiram,"LAUT, PAYAU, TAWAR",NON HIAS,
Tiram,pacific cupped oyster,Crassostrea gigas,Tiram; pacific cupped oyster; Crassostrea gigas; pacific cupped oyster fish,50,LOW,Tiram,LAUT,NON HIAS,tiram; tiram pasifik
Tilefish makasar,stocky tilefish,Hoplolatilus fronticinctus,Tilefish makasar; stocky tilefish; Hoplolatilus fronticinctus,50,LOW,Tilefish,LAUT,HIAS,
Tilefish kepala biru,strarcks tile fish,Hoplolatilus starcki,Tilefish kepala biru; strarcks tile fish; Hoplolatilus starcki,50,LOW,Tilefish,LAUT,HIAS,
Tikusan,reeve's croaker,Chrysochir aureus,Tikusan; reeve's croaker; Chrysochir aureus; reeve's croaker fish,50,LOW,Gulamah; tigawaja,LAUT,NON HIAS,tetet; jarang gigi; gulama papan; tikusan
Tiger-fish,tiger-fish,Hydrocynus brevis,Tiger-fish; tiger-fish; Hydrocynus brevis,50,LOW,Tigerfish,TAWAR,NON HIAS,
Tiga waja,japanese meagre,Argyrosomus japonicus,Tiga waja; japanese meagre; Argyrosomus japonicus; japanese meagre fish,50,LOW,Gulamah; tigawaja,LAUT,NON HIAS,gumalah; tiga waja; diles; gulama
Threespot squirrelfish,threespot squirrelfish,Sargocentron cornutum,Threespot squirrelfish; threespot squirrelfish; Sargocentron cornutum,50,LOW,Squirrelfish,LAUT,NON HIAS,rengginan; ungang; merek batu
Tiram mutiara,japanese pearl oyster,Pinctada imbricata fucata,Tiram mutiara; japanese pearl oyster; Pinctada imbricata fucata; japanese pearl oyster fish,50,LOW,Tiram,"LAUT, PAYAU, TAWAR",HIAS,spat mutiara
Triger tompel,white-banded triggerfish,Rhinecanthus aculeatus,Triger tompel; white-banded triggerfish; Rhinecanthus aculeatus,50,LOW,Ayam-ayam,LAUT,"HIAS, NON HIAS",ikan kambing; pogot; etong; triger matahari
Teripang kapuk,stonefish; white-bottomed sea cucumber,Actinopyga lecanora,Teripang kapuk; stonefish; white-bottomed sea cucumber; Actinopyga lecanora,50,LOW,Teripang,LAUT,NON HIAS,tripang balibi
Teripang hitam,black sea cucumber,Holothuria forskali,Teripang hitam; black sea cucumber; Holothuria forskali; black sea cucumber fish,50,LOW,Teripang,LAUT,NON HIAS,teripang hitam
Tenggiri papua,papuan seerfish,Scomberomorus multiradiatus,Tenggiri papua; papuan seerfish; Scomberomorus multiradiatus,50,LOW,Tenggiri,LAUT,NON HIAS,tenggiri polos
Tenggiri papan,indo-pacific king mackerel,Scomberomorus guttatus,Tenggiri papan; indo-pacific king mackerel; Scomberomorus guttatus; indo-pacific king mackerel fish,50,LOW,Tenggiri,LAUT,NON HIAS,tohok; alaliu geser; ayong-ayong; tenggiri bini; langung; tengere; cangesang; pulinian; tenggori; alaliu geser; ayong-ayong; usek-usek; langung; tengere; cangesang; pulinian; tenggori; tenggiri kawang
Tenggiri jepang,japanese spanish mackerel,Scomberomorus niphonius,Tenggiri jepang; japanese spanish mackerel; Scomberomorus niphonius; japanese spanish mackerel fish,50,LOW,Kembung,LAUT,NON HIAS,
Tenggiri garis,streaked seerfish,Scomberomorus lineolatus,Tenggiri garis; streaked seerfish; Scomberomorus lineolatus,50,LOW,Tenggiri,LAUT,NON HIAS,sanji-sanji
Tenggiri bunga,korean seerfish,Scomberomorus koreanus,Tenggiri bunga; korean seerfish; Scomberomorus koreanus,50,LOW,Tenggiri,LAUT,NON HIAS,cekah; tondan
Tenggiri atlantik,atlantic spanish mackerel,Scomberomorus maculatus,Tenggiri atlantik; atlantic spanish mackerel; Scomberomorus maculatus; atlantic spanish mackerel fish,50,LOW,Tenggiri,LAUT,NON HIAS,
Tenggiri,narrow-barred spanish mackerel,Scomberomorus commerson,Tenggiri; narrow-barred spanish mackerel; Scomberomorus commerson; narrow-barred spanish mackerel fish,50,LOW,Tenggiri,LAUT,NON HIAS,tenggiri batang
Tempel putih,white suckerfish,Remora albescens,Tempel putih; white suckerfish; Remora albescens,50,LOW,Remora,LAUT,NON HIAS,tempel putih
Tempel,live sharksucker,Echeneis naucrates,Tempel; live sharksucker; Echeneis naucrates; live sharksucker fish,50,LOW,Remora,LAUT,NON HIAS,
Temilok,wood-boring shipworm,Bactronophorus thoracites,Temilok; wood-boring shipworm; Bactronophorus thoracites; wood-boring shipworm fish,50,LOW,Cacing,LAUT,NON HIAS,
Tembang,white sardinella,Sardinella albella,Tembang; white sardinella; Sardinella albella; white sardinella fish,50,LOW,Slengseng,LAUT,NON HIAS,tembang bangko; hutu; tembang babar; indipang; tembang biasa; tenui kuhe
Tedong-tedong,chiragra spider conch,Harpago chiragra,Tedong-tedong; chiragra spider conch; Harpago chiragra; chiragra spider conch fish,50,LOW,Siput,LAUT,HIAS,
Tawes,silver barb,Barbonymus gonionotus,Tawes; silver barb; Barbonymus gonionotus; silver barb fish,50,LOW,Barbus,TAWAR,NON HIAS,tawes
Tasselfin longfin,tasselfin longfin,Plesiops thysanopterus,Tasselfin longfin; tasselfin longfin; Plesiops thysanopterus; tasselfin longfin fish,50,LOW,Longfin,LAUT,NON HIAS,
Tarpon,indo pasific tarpon,Megalops cyprinoides,Tarpon; indo pasific tarpon; Megalops cyprinoides; indo pasific tarpon fish,50,LOW,Bulan-bulan,"LAUT, PAYAU, TAWAR",NON HIAS,haropas; ikan bulan (aceh)
Tapestry turban,tapestry turban,Turbo petholatus,Tapestry turban; tapestry turban; Turbo petholatus; tapestry turban fish,50,LOW,Siput,"LAUT, PAYAU, TAWAR",NON HIAS,
Tapah,wallago catfish,Wallago attu,Tapah; wallago catfish; Wallago attu,50,LOW,Tapah,TAWAR,NON HIAS,tapah; lele helicopter
Tangkur kuda,hedgehog seahorse,Hippocampus spinosissimus,Tangkur kuda; hedgehog seahorse; Hippocampus spinosissimus; hedgehog seahorse fish,50,LOW,Kuda laut,"LAUT, PAYAU",NON HIAS,kuda laut spinosismus
Tambra,thai mahseer,Tor tambroides,Tambra; thai mahseer; Tor tambroides; thai mahseer fish,50,LOW,Tambra,TAWAR,NON HIAS,tombro; kelah; empurau
Tambakan,kissing gourami,Helostoma temminckii,Tambakan; kissing gourami; Helostoma temminckii; kissing gourami fish,50,LOW,Gurame,TAWAR,NON HIAS,biawan
Talang-talang totol,needlescaled queenfish,Scomberoides tol,Talang-talang totol; needlescaled queenfish; Scomberoides tol,50,LOW,Talang-talang,"LAUT, PAYAU, TAWAR",NON HIAS,limajari; talang-talang; limajari; talang-talang
Terabis bulat,three spotted flounder,Pseudorhombus triocellatus,Terabis bulat; three spotted flounder; Pseudorhombus triocellatus; three spotted flounder fish,50,LOW,Sebelah,LAUT,NON HIAS,
Terbang,margined flyingfish,Cheilopogon cyanopterus,Terbang; margined flyingfish; Cheilopogon cyanopterus,50,LOW,Terbang,LAUT,NON HIAS,tutue; kambala
Terbang sirip layar,sailfin flyingfish,Parexocoetus brachypterus,Terbang sirip layar; sailfin flyingfish; Parexocoetus brachypterus,50,LOW,Terbang,LAUT,NON HIAS,engkot; teurcubang; walang; torani; antoni; terbang; balang-balang; balombong; malong
Teri,largesnout goby,Awaous melanocephalus,Teri; largesnout goby; Awaous melanocephalus; largesnout goby fish,50,LOW,Teri,LAUT,NON HIAS,nike; teri bening; duwo
Teripang getah putih,chalkyfish; chalky cucumber,Bohadschia marmorata,Teripang getah putih; chalkyfish; chalky cucumber; Bohadschia marmorata,50,LOW,Teripang,LAUT,NON HIAS,tripang getah; teripang olok-olok; teripang pulut; teripang benang; teripang krido polos
Teripang fuscus,brown sea cucumber,Isostichopus fuscus,Teripang fuscus; brown sea cucumber; Isostichopus fuscus; brown sea cucumber fish,50,LOW,Teripang,LAUT,NON HIAS,teripang fuscus
Teripang coklat titik merah,red snakefish,Holothuria flavomaculata,Teripang coklat titik merah; red snakefish; Holothuria flavomaculata,50,LOW,Teripang,LAUT,NON HIAS,teripang
Teripang bintik,leopard fish,Bohadschia argus,Teripang bintik; leopard fish; Bohadschia argus,50,LOW,Teripang,LAUT,NON HIAS,tripang kridou bintik; teripang patola; teripang ular mata
Teripang bilalo,surf redfish,Actinopyga mauritiana,Teripang bilalo; surf redfish; Actinopyga mauritiana,50,LOW,Teripang,LAUT,NON HIAS,tripang bilalo batik; teripang buntal
Teripang belimbing,greenfish,Stichopus chloronotus,Teripang belimbing; greenfish; Stichopus chloronotus,50,LOW,Teripang,LAUT,NON HIAS,teripang jepung; teripang jepun
Teripang batu,deep water redfish,Actinopyga echinites,Teripang batu; deep water redfish; Actinopyga echinites,50,LOW,Teripang,LAUT,NON HIAS,tripang bilalo; teripang kunyit; teripang ladu-ladu; teripang kapok
Teripang apel laut,sea apple,Pseudocolochirus tricolor,Teripang apel laut; sea apple; Pseudocolochirus tricolor; sea apple fish,50,LOW,Teripang,LAUT,NON HIAS,teripang apel
Teripang,black teatfish; teatfish,Holothuria whitmaei,Teripang; black teatfish; teatfish; Holothuria whitmaei,50,LOW,Teripang,LAUT,NON HIAS,teripang
Teri wakasagisurf,surf smelt,Hypomesus pretiosus,Teri wakasagisurf; surf smelt; Hypomesus pretiosus; surf smelt fish,50,LOW,Teri,LAUT,NON HIAS,
Teripang kacang,dragonfish; selenka's sea cucumber,Stichopus horrens,Teripang kacang; dragonfish; selenka's sea cucumber; Stichopus horrens,50,LOW,Teripang,LAUT,NON HIAS,teripang kacang goreng
Teri samoan,samoan silverside,Hypoatherina temminckii,Teri samoan; samoan silverside; Hypoatherina temminckii; samoan silverside fish,50,LOW,Teri,LAUT,NON HIAS,babalombah; opuru
Teri merek,tropical silverside,Atherinomorus duodecimalis,Teri merek; tropical silverside; Atherinomorus duodecimalis; tropical silverside fish,50,LOW,Teri,"LAUT, PAYAU",NON HIAS,merek; lumbungan
Teri merah,mottled fusilier,Dipterygonotus balteatus,Teri merah; mottled fusilier; Dipterygonotus balteatus; mottled fusilier fish,50,LOW,Teri,LAUT,NON HIAS,rambe
Teri jepang,japanese smelt,Hypomesus nipponensis,Teri jepang; japanese smelt; Hypomesus nipponensis; japanese smelt fish,50,LOW,Teri,LAUT,HIAS,
Teri indian,indian anchovy,Stolephorus indicus,Teri indian; indian anchovy; Stolephorus indicus; indian anchovy fish,50,LOW,Teri,LAUT,NON HIAS,
Teri hairfin,common hairfin anchovy,Setipinna tenuifilis,Teri hairfin; common hairfin anchovy; Setipinna tenuifilis; common hairfin anchovy fish,50,LOW,Teri,LAUT,NON HIAS,
