species_indonesia,species_english,nama_latin,nama_daerah,kelompok,jenis_perairan,jenis_konsumsi,jenis_hias,jenis_dilindungi,prioritas,search_keywords,min_images
Spined pipefish,spined pipefish,Phoxocampus diacanthus,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Phoxocampus diacanthus ; Phoxocampus diacanthus fish ; ikan Spined pipefish ; spined pipefish fish,50
Spinosum,red seaweed spinosum,Euchema denticulatum,sacol,Rumput laut,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Euchema denticulatum ; Euchema denticulatum fish ; ikan Spinosum ; red seaweed spinosum fish,50
Spiral melongena,spiral melongena,Pugilina cochlidium,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Pugilina cochlidium ; Pugilina cochlidium fish ; ikan Spiral melongena ; spiral melongena fish,50
Spons acanthella cavernosa,acanthella cavernosa sponge,Acanthella cavernosa,,Spons,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Acanthella cavernosa ; Acanthella cavernosa fish ; ikan Spons acanthella cavernosa ; acanthella cavernosa sponge fish,50
Spotfin frogfish,spotfin frogfish,Antennatus nummifer,,Ikan kodok,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Antennatus nummifer ; Antennatus nummifer fish ; ikan Spotfin frogfish ; spotfin frogfish fish,50
Starry toado,starry toado,Arothron firmamentum,,Buntal,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Arothron firmamentum ; Arothron firmamentum fish ; ikan Starry toado ; starry toado fish,50
Straightstick pipefish,straightstick pipefish,Trachyrhamphus longirostris,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Trachyrhamphus longirostris ; Trachyrhamphus longirostris fish ; ikan Straightstick pipefish ; straightstick pipefish fish,50
Sumpit,archerfish,Toxotes chatareus,,Sumpit,"PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,LOW,Toxotes chatareus ; Toxotes chatareus fish ; ikan Sumpit ; archerfish fish,50
Sumpit,banded archerfish,Toxotes jaculatrix,,Sumpit,"PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,LOW,Toxotes jaculatrix ; Toxotes jaculatrix fish ; ikan Sumpit ; banded archerfish fish,50
Sumpit,banded archerfish,Toxotes jaculator,,Sumpit,"PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,LOW,Toxotes jaculator ; Toxotes jaculator fish ; ikan Sumpit ; banded archerfish fish,50
Sumpit,primitive archer fish,Toxotes lorentzi,,Sumpit,"PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,LOW,Toxotes lorentzi ; Toxotes lorentzi fish ; ikan Sumpit ; primitive archer fish fish,50
Sumpit,smallscale archerfish,Toxotes microlepis,,Sumpit,"PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,LOW,Toxotes microlepis ; Toxotes microlepis fish ; ikan Sumpit ; smallscale archerfish fish,50
Sumpit,western archerfish,Toxotes oligolepis,,Sumpit,"PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,LOW,Toxotes oligolepis ; Toxotes oligolepis fish ; ikan Sumpit ; western archerfish fish,50
Sunu bintik kasar,spotted coralgroupper,Plectropomus maculatus,kerapu tutul; sunu; sunu camba,Kerapu,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Plectropomus maculatus ; Plectropomus maculatus fish ; ikan Sunu bintik kasar ; spotted coralgroupper fish,50
Susur bundar,top shells,Rochia nilotica,susu bundar,Kerang,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Rochia nilotica ; Rochia nilotica fish ; ikan Susur bundar ; top shells fish,50
Swanggi,moontail bullseye,Priacanthus hamrur,serindang; saga bini; gondang; beseng; cemawul,Swanggi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Priacanthus hamrur ; Priacanthus hamrur fish ; ikan Swanggi ; moontail bullseye fish,50
Swanggi,purple-spotted bigeye,Priacanthus tayenus,tumenggung; serinding;  mata besar; tumonggong; swanggi; brok babah; sogo-sogo; golo-golo; rogo-rogo; bulan bulang; besebo kebo; tiugara bulang; panembulang,Swanggi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Priacanthus tayenus ; Priacanthus tayenus fish ; ikan Swanggi ; purple-spotted bigeye fish,50
Swanggi,shadowfin soldierfish,Myripristis adusta,ungang; merek batu; rengginan,Swanggi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Myripristis adusta ; Myripristis adusta fish ; ikan Swanggi ; shadowfin soldierfish fish,50
Swangi batu,red soldier-fish; port praslin squirrelfish; brownspot squirrelfish; darkstriped squirrelfish; dark-striped squirrelfish,Sargocentron praslin,brajanata strip coklat; ungang; merek batu; rengginan,Swanggi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Sargocentron praslin ; Sargocentron praslin fish ; ikan Swangi batu ; red soldier-fish; port praslin squirrelfish; brownspot squirrelfish; darkstriped squirrelfish; dark-striped squirrelfish fish,50
Swangi batu,redcoat; russet squirrelfish; soldier fish; red squirrelfish redcoat; red coat; red squirrelfish,Sargocentron rubrum,ungang; merek batu; rengginan; swangi batu,Swanggi,LAUT,KONSUMSI,"HIAS, NON HIAS",TIDAK,LOW,Sargocentron rubrum ; Sargocentron rubrum fish ; ikan Swangi batu ; redcoat; russet squirrelfish; soldier fish; red squirrelfish redcoat; red coat; red squirrelfish fish,50
Swordtail kuning,yellow swordtail,Xiphophorus clemenciae,,Plati,"PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,LOW,Xiphophorus clemenciae ; Xiphophorus clemenciae fish ; ikan Swordtail kuning ; yellow swordtail fish,50
Takifugu basilevskianus,takifugu basilevskianus,Takifugu basilevskianus,,Buntal,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Takifugu basilevskianus ; Takifugu basilevskianus fish ; ikan Takifugu basilevskianus ; takifugu basilevskianus fish,50
Talang - talang,barred queenfish,Scomberoides tala,talang-talang; brimbing,Talang-talang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Scomberoides tala ; Scomberoides tala fish ; ikan Talang - talang ; barred queenfish fish,50
Talang-talang,talang queenfish,Scomberoides commersonnianus,lima jari; bodon; tangiroe; lamahan; tingiri; lumpe; tinumbu; lemadang; lumbat; tenggiri; raja; cangilang; tinumbu,Talang-talang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Scomberoides commersonnianus ; Scomberoides commersonnianus fish ; ikan Talang-talang ; talang queenfish fish,50
Talang-talang,barred queenfish,Scomberoides tala,talang-talang; brimbing,Talang-talang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Scomberoides tala ; Scomberoides tala fish ; ikan Talang-talang ; barred queenfish fish,50
Talang-talang totol,needlescaled queenfish,Scomberoides tol,limajari; talang-talang; limajari; talang-talang,Talang-talang,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Scomberoides tol ; Scomberoides tol fish ; ikan Talang-talang totol ; needlescaled queenfish fish,50
Tambakan,kissing gourami,Helostoma temminckii,biawan,Gurame,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Helostoma temminckii ; Helostoma temminckii fish ; ikan Tambakan ; kissing gourami fish,50
Tambangan,john's snapper,Lutjanus johnii,baga; cabeh watu; kumbah buha; petehan; kakap unggar,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Lutjanus johnii ; Lutjanus johnii fish ; ikan Tambangan ; john's snapper fish,50
Tambra,thai mahseer,Tor tambroides,tombro; kelah; empurau,Tambra,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Tor tambroides ; Tor tambroides fish ; ikan Tambra ; thai mahseer fish,50
Tanda-tanda batu/badur batu,chekered snapper,Lutjanus decussatus,alaka mata; arakmata; bangaro; karah; sala,Kakap,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Lutjanus decussatus ; Lutjanus decussatus fish ; ikan Tanda-tanda batu/badur batu ; chekered snapper fish,50
Tanda-tanda/ badur kuning,dory snapper,Lutjanus fulviflamma,nonda; baba; gurara tung; jenaha; jinaha; dusun; koho-koho; bate-bate; tabahan,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Lutjanus fulviflamma ; Lutjanus fulviflamma fish ; ikan Tanda-tanda/ badur kuning ; dory snapper fish,50
Tangkur kuda,hedgehog seahorse,Hippocampus spinosissimus,kuda laut spinosismus,Kuda laut,"LAUT, PAYAU",KONSUMSI,NON HIAS,YA,LOW,Hippocampus spinosissimus ; Hippocampus spinosissimus fish ; ikan Tangkur kuda ; hedgehog seahorse fish,50
Tapah,wallago catfish,Wallago attu,tapah; lele helicopter,Tapah,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Wallago attu ; Wallago attu fish ; ikan Tapah ; wallago catfish fish,50
Tapestry turban,tapestry turban,Turbo petholatus,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Turbo petholatus ; Turbo petholatus fish ; ikan Tapestry turban ; tapestry turban fish,50
Tarpon,indo pasific tarpon,Megalops cyprinoides,haropas; ikan bulan (aceh),Bulan-bulan,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Megalops cyprinoides ; Megalops cyprinoides fish ; ikan Tarpon ; indo pasific tarpon fish,50
Tasselfin longfin,tasselfin longfin,Plesiops thysanopterus,,Longfin,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Plesiops thysanopterus ; Plesiops thysanopterus fish ; ikan Tasselfin longfin ; tasselfin longfin fish,50
Tawes,silver barb,Barbonymus gonionotus,tawes,Barbus,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Barbonymus gonionotus ; Barbonymus gonionotus fish ; ikan Tawes ; silver barb fish,50
Tawes,silver barb; malawi silver barb,Enteromius choloensis,,Barbus,TAWAR,NON KONSUMSI,NON HIAS,TIDAK,LOW,Enteromius choloensis ; Enteromius choloensis fish ; ikan Tawes ; silver barb; malawi silver barb fish,50
Tawes,flying barb,Esomus danrica,,Barbus,"PAYAU, TAWAR",NON KONSUMSI,HIAS,TIDAK,LOW,Esomus danrica ; Esomus danrica fish ; ikan Tawes ; flying barb fish,50
Tedong-tedong,chiragra spider conch,Harpago chiragra,,Siput,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Harpago chiragra ; Harpago chiragra fish ; ikan Tedong-tedong ; chiragra spider conch fish,50
Tedong-tedong,spider conch,Lambis lambis,,Siput,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Lambis lambis ; Lambis lambis fish ; ikan Tedong-tedong ; spider conch fish,50
Tembang,white sardinella,Sardinella albella,tembang bangko; hutu; tembang babar; indipang; tembang biasa; tenui kuhe,Slengseng,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Sardinella albella ; Sardinella albella fish ; ikan Tembang ; white sardinella fish,50
Tembang,fringesscale sardinella,Sardinella fimbriata,tembang; puput; tanjan; tamban,Slengseng,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Sardinella fimbriata ; Sardinella fimbriata fish ; ikan Tembang ; fringesscale sardinella fish,50
Tembang,goldstripe sardinella,Sardinella gibbosa,tembang; tanjan; tamban,Slengseng,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Sardinella gibbosa ; Sardinella gibbosa fish ; ikan Tembang ; goldstripe sardinella fish,50
Tembang,indian oil sardine,Sardinella longiceps,,Lemuru,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Sardinella longiceps ; Sardinella longiceps fish ; ikan Tembang ; indian oil sardine fish,50
Temilok,wood-boring shipworm,Bactronophorus thoracites,,Cacing,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Bactronophorus thoracites ; Bactronophorus thoracites fish ; ikan Temilok ; wood-boring shipworm fish,50
Tempel putih,white suckerfish,Remora albescens,tempel putih,Remora,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Remora albescens ; Remora albescens fish ; ikan Tempel putih ; white suckerfish fish,50
Terabis bulat,three spotted flounder,Pseudorhombus triocellatus,,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pseudorhombus triocellatus ; Pseudorhombus triocellatus fish ; ikan Terabis bulat ; three spotted flounder fish,50
Terbang,margined flyingfish,Cheilopogon cyanopterus,,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cheilopogon cyanopterus ; Cheilopogon cyanopterus fish ; ikan Terbang ; margined flyingfish fish,50
Terbang,bearhead flyingfish,Cheilopogon arcticeps,,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cheilopogon arcticeps ; Cheilopogon arcticeps fish ; ikan Terbang ; bearhead flyingfish fish,50
Terbang,glider flyingfish,Cheilopogon atrisignis,,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cheilopogon atrisignis ; Cheilopogon atrisignis fish ; ikan Terbang ; glider flyingfish fish,50
Terbang,intermediate flyingfish,Cheilopogon intermedius,,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cheilopogon intermedius ; Cheilopogon intermedius fish ; ikan Terbang ; intermediate flyingfish fish,50
Terbang,manyspotted flyingfish,Cheilopogon spilopterus,tutue; kambala,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cheilopogon spilopterus ; Cheilopogon spilopterus fish ; ikan Terbang ; manyspotted flyingfish fish,50
Terbang,narrowhead flyingfish,Cypselurus angusticeps,tuwek,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cypselurus angusticeps ; Cypselurus angusticeps fish ; ikan Terbang ; narrowhead flyingfish fish,50
Terbang,pharao flyingfish,Cypselurus naresii,tuwek,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cypselurus naresii ; Cypselurus naresii fish ; ikan Terbang ; pharao flyingfish fish,50
Terbang,largescale flyingfish,Cypselurus oligolepis,engkot; tuing-tuing; tuk-tuk; toruani; tarawani; andoni; balang-balang; torani; antoni; tuntuing,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cypselurus oligolepis ; Cypselurus oligolepis fish ; ikan Terbang ; largescale flyingfish fish,50
Terbang,black-finned flyingfish,Cypselurus opisthopus,tuktuk; toruani; tarawani; andoni; torani; turing-turing; tuing-tuing; antoni; tuntuing,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cypselurus opisthopus ; Cypselurus opisthopus fish ; ikan Terbang ; black-finned flyingfish fish,50
Terbang,yellowing flyingfish,Cypselurus poecilopterus,tuntul (bajo); toruani; tarawani (bugis); andoni (buol); kapiah (gorontalo); ikan terbang (jakarta); torani; turing-turing (makassar); tuing-tuing (mandar); antoni (manado); malaluge (sangihetalaud); tungtuing (toli-toli),Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cypselurus poecilopterus ; Cypselurus poecilopterus fish ; ikan Terbang ; yellowing flyingfish fish,50
Terbang,bony flyingfish,Hirundichthys oxycephalus,,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Hirundichthys oxycephalus ; Hirundichthys oxycephalus fish ; ikan Terbang ; bony flyingfish fish,50
Terbang,african sailfin flyingfish,Parexocoetus mento,,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Parexocoetus mento ; Parexocoetus mento fish ; ikan Terbang ; african sailfin flyingfish fish,50
Terbang,fourlined tongue sole,Cypselurus bilineatus,iwak ilat; ilat-ilat; belekutak; jangjan batu; cepak; lakar; slamat; gamasi; sawela; ramalane; lidah; lendra; plat-plat; lidah lumpur,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cypselurus bilineatus ; Cypselurus bilineatus fish ; ikan Terbang ; fourlined tongue sole fish,50
Terbang sirip layar,sailfin flyingfish,Parexocoetus brachypterus,engkot; teurcubang; walang; torani; antoni; terbang; balang-balang; balombong; malong,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Parexocoetus brachypterus ; Parexocoetus brachypterus fish ; ikan Terbang sirip layar ; sailfin flyingfish fish,50
Terompe triton,giant triton,Charonia tritonis,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Charonia tritonis ; Charonia tritonis fish ; ikan Terompe triton ; giant triton fish,50
Terubuk,hilsha shad,Tenualosa ilisha,trubuk,Terubuk,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Tenualosa ilisha ; Tenualosa ilisha fish ; ikan Terubuk ; hilsha shad fish,50
Terubuk,toli shad,Tenualosa toli,trubuk; torbu; sangan; trubuk padi; sangan,Terubuk,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Tenualosa toli ; Tenualosa toli fish ; ikan Terubuk ; toli shad fish,50
Terubuk bengkalis,longtail shad,Tenualosa macrura,pias,Terubuk,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Tenualosa macrura ; Tenualosa macrura fish ; ikan Terubuk bengkalis ; longtail shad fish,50
Tetra briliant rummy nose,brilliant rummy nose tetra,Hemigrammus bleheri,,Tetra,TAWAR,KONSUMSI,HIAS,TIDAK,LOW,Hemigrammus bleheri ; Hemigrammus bleheri fish ; ikan Tetra briliant rummy nose ; brilliant rummy nose tetra fish,50
Tetra congo,congo tetra,Phenacogrammus interruptus,kongo salem,Tetra,TAWAR,KONSUMSI,HIAS,TIDAK,LOW,Phenacogrammus interruptus ; Phenacogrammus interruptus fish ; ikan Tetra congo ; congo tetra fish,50
Tetra glowlight,glowlight tetra,Hemigrammus erythrozonus,,Tetra,TAWAR,KONSUMSI,HIAS,TIDAK,LOW,Hemigrammus erythrozonus ; Hemigrammus erythrozonus fish ; ikan Tetra glowlight ; glowlight tetra fish,50
Tetra stripped anostomus,striped anostomus,Anostomus anostomus,,Tetra,TAWAR,KONSUMSI,HIAS,TIDAK,LOW,Anostomus anostomus ; Anostomus anostomus fish ; ikan Tetra stripped anostomus ; striped anostomus fish,50
Thai puffer,pao cambodgiensis; cambodian puffer,Pao cambodgiensis,,Buntal,"PAYAU, TAWAR",NON KONSUMSI,HIAS,TIDAK,LOW,Pao cambodgiensis ; Pao cambodgiensis fish ; ikan Thai puffer ; pao cambodgiensis; cambodian puffer fish,50
Threadfin scat,threadfin scat,Rhinoprenes pentanemus,,Scat,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Rhinoprenes pentanemus ; Rhinoprenes pentanemus fish ; ikan Threadfin scat ; threadfin scat fish,50
Threespot squirrelfish,threespot squirrelfish,Sargocentron cornutum,rengginan; ungang; merek batu,Squirrelfish,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Sargocentron cornutum ; Sargocentron cornutum fish ; ikan Threespot squirrelfish ; threespot squirrelfish fish,50
Tiga waja,japanese meagre,Argyrosomus japonicus,gumalah; tiga waja; diles; gulama,Gulamah; tigawaja,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Argyrosomus japonicus ; Argyrosomus japonicus fish ; ikan Tiga waja ; japanese meagre fish,50
Tiger-fish,tiger-fish,Hydrocynus brevis,,Tigerfish,TAWAR,NON KONSUMSI,NON HIAS,TIDAK,LOW,Hydrocynus brevis ; Hydrocynus brevis fish ; ikan Tiger-fish ; tiger-fish fish,50
Tikusan,reeve's croaker,Chrysochir aureus,tetet; jarang gigi; gulama papan; tikusan,Gulamah; tigawaja,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Chrysochir aureus ; Chrysochir aureus fish ; ikan Tikusan ; reeve's croaker fish,50
Tilefish kepala biru,strarcks tile fish,Hoplolatilus starcki,,Tilefish,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Hoplolatilus starcki ; Hoplolatilus starcki fish ; ikan Tilefish kepala biru ; strarcks tile fish fish,50
Tilefish makasar,stocky tilefish,Hoplolatilus fronticinctus,,Tilefish,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Hoplolatilus fronticinctus ; Hoplolatilus fronticinctus fish ; ikan Tilefish makasar ; stocky tilefish fish,50
Tiram,pacific cupped oyster,Crassostrea gigas,tiram; tiram pasifik,Tiram,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Crassostrea gigas ; Crassostrea gigas fish ; ikan Tiram ; pacific cupped oyster fish,50
Tiram,windowpane oyster,Placuna placenta,,Tiram,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Placuna placenta ; Placuna placenta fish ; ikan Tiram ; windowpane oyster fish,50
Tiram,hooded oyster,Saccostrea cuccullata,,Tiram,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Saccostrea cuccullata ; Saccostrea cuccullata fish ; ikan Tiram ; hooded oyster fish,50
Tiram atlantic pearl,rayed pearl oyster,Pinctada imbricata radiata,,Tiram,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Pinctada imbricata radiata ; Pinctada imbricata radiata fish ; ikan Tiram atlantic pearl ; rayed pearl oyster fish,50
Tiram atlantik wing,atlantic wing oyster,Pteria colymbus,,Tiram,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Pteria colymbus ; Pteria colymbus fish ; ikan Tiram atlantik wing ; atlantic wing oyster fish,50
Tiram batu,thorny oyster,Spondylus sinensis,tiram watu,Tiram,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Spondylus sinensis ; Spondylus sinensis fish ; ikan Tiram batu ; thorny oyster fish,50
Tiram batu,thorny oyster,Spondylus lamarckii,tiram watu,Tiram,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Spondylus lamarckii ; Spondylus lamarckii fish ; ikan Tiram batu ; thorny oyster fish,50
Tiram mutiara,japanese pearl oyster,Pinctada imbricata fucata,spat mutiara,Tiram,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,LOW,Pinctada imbricata fucata ; Pinctada imbricata fucata fish ; ikan Tiram mutiara ; japanese pearl oyster fish,50
Tiram pasifik,pacific cupped oyster,Crassostrea gigas,tiram; tiram pasifik,Tiram,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Crassostrea gigas ; Crassostrea gigas fish ; ikan Tiram pasifik ; pacific cupped oyster fish,50
Tiram pasifik,pacific oysters,Magallana gigas,tiram,Tiram,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Magallana gigas ; Magallana gigas fish ; ikan Tiram pasifik ; pacific oysters fish,50
Tiram penguin wing,penguin's wing oyster,Pteria penguin,,Tiram,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Pteria penguin ; Pteria penguin fish ; ikan Tiram penguin wing ; penguin's wing oyster fish,50
Tiram silverlip pearl,silverlip pearl oyster,Pinctada maxima,,Tiram,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,LOW,Pinctada maxima ; Pinctada maxima fish ; ikan Tiram silverlip pearl ; silverlip pearl oyster fish,50
Tiram tembakau,thorny oyster,Spondylus lamarckii,tiram watu,Tiram,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Spondylus lamarckii ; Spondylus lamarckii fish ; ikan Tiram tembakau ; thorny oyster fish,50
Tiram timur,american cupped oyster,Crassostrea virginica,,Tiram,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Crassostrea virginica ; Crassostrea virginica fish ; ikan Tiram timur ; american cupped oyster fish,50
Todak,slender spearfish; shortnosed spearfish; short bill spearfish; short-billed spear-fish; shortbill spearfish; japanese spearfish,Tetrapturus angustirostris,ikan jarum; ikan tumbuk,Todak,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Tetrapturus angustirostris ; Tetrapturus angustirostris fish ; ikan Todak ; slender spearfish; shortnosed spearfish; short bill spearfish; short-billed spear-fish; shortbill spearfish; japanese spearfish fish,50
Toka-toka,dwarf whipray,Himantura walga,toka; toka; pari kikir (jawa),Pari,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Himantura walga ; Himantura walga fish ; ikan Toka-toka ; dwarf whipray fish,50
Toka-toka,javanesewhipray,Himantura cf walga,toka; toka; pari alus (jawa),Pari,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Himantura cf walga ; Himantura cf walga fish ; ikan Toka-toka ; javanesewhipray fish,50
Toman,giant snakehead,Channa micropeltes,toman,Gabus,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Channa micropeltes ; Channa micropeltes fish ; ikan Toman ; giant snakehead fish,50
Tongtong,rosv drawf monocle bream,Parascolopsis eriomma,,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Parascolopsis eriomma ; Parascolopsis eriomma fish ; ikan Tongtong ; rosv drawf monocle bream fish,50
Tontong tebu,carp,Cyclocheilichthys armatus,tontong tebu; seberas putih,Barbus,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Cyclocheilichthys armatus ; Cyclocheilichthys armatus fish ; ikan Tontong tebu ; carp fish,50
Torani,bearhead flyingfish,Cheilopogon arcticeps,,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cheilopogon arcticeps ; Cheilopogon arcticeps fish ; ikan Torani ; bearhead flyingfish fish,50
Torani,glider flyingfish,Cheilopogon atrisignis,,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cheilopogon atrisignis ; Cheilopogon atrisignis fish ; ikan Torani ; glider flyingfish fish,50
Torani,margined flyingfish,Cheilopogon cyanopterus,,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cheilopogon cyanopterus ; Cheilopogon cyanopterus fish ; ikan Torani ; margined flyingfish fish,50
Torani,intermediate flyingfish,Cheilopogon intermedius,,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cheilopogon intermedius ; Cheilopogon intermedius fish ; ikan Torani ; intermediate flyingfish fish,50
Torani,manyspotted flyingfish,Cheilopogon spilopterus,tutue; kambala,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cheilopogon spilopterus ; Cheilopogon spilopterus fish ; ikan Torani ; manyspotted flyingfish fish,50
Torani,narrowhead flyingfish,Cypselurus angusticeps,tuwek,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cypselurus angusticeps ; Cypselurus angusticeps fish ; ikan Torani ; narrowhead flyingfish fish,50
Torani,pharao flyingfish,Cypselurus naresii,tuwek,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cypselurus naresii ; Cypselurus naresii fish ; ikan Torani ; pharao flyingfish fish,50
Torani,largescale flyingfish,Cypselurus oligolepis,engkot; tuing-tuing; tuk-tuk; toruani; tarawani; andoni; balang-balang; torani; antoni; tuntuing,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cypselurus oligolepis ; Cypselurus oligolepis fish ; ikan Torani ; largescale flyingfish fish,50
Torani,black-finned flyingfish,Cypselurus opisthopus,tuktuk; toruani; tarawani; andoni; torani; turing-turing; tuing-tuing; antoni; tuntuing,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cypselurus opisthopus ; Cypselurus opisthopus fish ; ikan Torani ; black-finned flyingfish fish,50
